script,style,weight,family,subfamily,variant,format,file,source,source_folders,duplicate_count,sha256
03-Mixed,06-General,05-SemiBold,Pinar-DS3,SemiBold,02-Static,01-TrueType,03-Mixed\06-General\05-SemiBold\Pinar-DS3\02-Static\01-TrueType\Pinar-DS3-SemiBold.ttf,Iranfont\Pinar-V3 __FontiranIR_\Pinar-V3 [@FontiranIR]\Statics\ttf\Pinar-DS3-SemiBold.ttf,Iranfont,0,9f94a7fda67ad7149920f341fa44ad0f325d650bacfc57f20474bd648524889f
03-Mixed,06-General,06-Bold,Pinar,Bold,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\Pinar\02-Static\04-WOFF2\Pinar-Bold [v2].woff2,Iranfont\Pinar-V3 __FontiranIR_\Pinar-V3 [@FontiranIR]\Statics\woff2\Pinar-Bold.woff2,Iranfont,0,9f95a718ddf3c263b381b6c0e4d2e8ab04e071fcfe4ce5edc130a0e7bc88f5f9
03-Mixed,06-General,02-Light,Yekan Bakh NoEn,Light,02-Static,02-OpenType,03-Mixed\06-General\02-Light\Yekan Bakh NoEn\02-Static\02-OpenType\YekanBakhNoEn-Light [v2].otf,Iranfont\YekanBakh2.2 Pro\Pro\Yekan Bakh NoEn\OTF\YekanBakhNoEn-Light.otf,Iranfont,0,9f976bc4bc93a51614178ddd9f4eb39f310c6a0742a5be6e2bc3dfebe078cd11
03-Mixed,06-General,03-Regular,manototv - kalamefont,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\manototv - kalamefont\02-Static\01-TrueType\manototv - kalamefont Regular.ttf,Fonts\Manototv\manototv - kalamefont Regular.ttf,Fonts,0,9f9adace744b8ad1ae219640210546602e0ed54cb130f6f7ae493e5a5521a7a1
03-Mixed,06-General,03-Regular,W_larzeh xBold,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\W_larzeh xBold\02-Static\01-TrueType\W_larzeh xBold.ttf,Farsi\W_larzeh xBold.ttf,Farsi,0,9f9b440839115a0aa889460cb3c3794a30e16b50532bfedbdd17b688ace35bc0
03-Mixed,06-General,02-Light,Yekan Bakh NoEn,Light,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\Yekan Bakh NoEn\02-Static\04-WOFF2\YekanBakhNoEn-Light [v2].woff2,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh NoEn\webfonts\woff2\YekanBakhNoEn-Light.woff2,Iranfont,0,9fa868efbc0862fca7c76f987af53b820a3389ff8ab736830d470e97fe949522
03-Mixed,06-General,06-Bold,Pinar-DS4,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Pinar-DS4\02-Static\01-TrueType\Pinar-DS4-Bold.ttf,Iranfont\Pinar-V3 __FontiranIR_\Pinar-V3 [@FontiranIR]\Statics\ttf\Pinar-DS4-Bold.ttf,Iranfont,0,9fb1087c4006fc9db9960b19f22fb66c02f2cdd38e5836d2f49914bfa59d282d
01-Persian-Arabic,06-General,09-Other,Kahroba-OA,RG,02-Static,04-WOFF2,01-Persian-Arabic\06-General\09-Other\Kahroba-OA\02-Static\04-WOFF2\Kahroba-OA RG.woff2,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\woff2(web)\OA(OnlyArabic)\Kahroba-OA RG.woff2,Iranfont,0,9fb4c99cbc34adaa90686c4db2f26149a841a8476b106964b1740d4927be417f
01-Persian-Arabic,06-General,09-Other,SHAMID,SHAMID,02-Static,01-TrueType,01-Persian-Arabic\06-General\09-Other\SHAMID\02-Static\01-TrueType\SHAMID.TTF,384.Font.Farsi\SHAMID.TTF,384.Font.Farsi,0,9fc8a3ffd647de49c623a9c96b19a60a34473d16793d44516c6aa7ca9af66f4b
03-Mixed,06-General,08-Black,Abar Low,Black,02-Static,01-TrueType,03-Mixed\06-General\08-Black\Abar Low\02-Static\01-TrueType\AbarLow-Black.ttf,Iranfont\Abar Pro __FontiranIR_\Abar Pro [@FontiranIR]\Abar Family\ttf\AbarLow-Black.ttf,Iranfont,0,9fcad1d8213b56b55e16508ab4c1882624ef9ca26723d65a3866c98a96eb24fb
03-Mixed,06-General,02-Light,W_sharif Light,Regular,02-Static,01-TrueType,03-Mixed\06-General\02-Light\W_sharif Light\02-Static\01-TrueType\W_sharif Light.ttf,Farsi\W_sharif Light.ttf,Farsi,0,9fcd8504d354f5b8516502cb428a6a5d71c5bdd895b47836819318f081031b50
03-Mixed,06-General,09-Other,Kahroba-FD-LC,EB-LC-SE,02-Static,04-WOFF2,03-Mixed\06-General\09-Other\Kahroba-FD-LC\02-Static\04-WOFF2\Kahroba-FD-EB-LC-SE.woff2,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\woff2(web)\FD(FarsiDigits)\Kahroba-FD-EB-LC-SE.woff2,Iranfont,0,9fd0412e5722866d4a296433abdbe34068aa3a239d68f56ac17235e2daad7cbe
03-Mixed,06-General,08-Black,Ray,ExtraBlack,02-Static,02-OpenType,03-Mixed\06-General\08-Black\Ray\02-Static\02-OpenType\Ray-ExtraBlack.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\MaryamSoft.com\Ray-ExtraBlack\fonts\Ray-ExtraBlack.otf,+Unsorted,0,9fd1f87f0b2c0ddf4fe539fc36a638757c905a89b3f7aec73d82aef144aa1373
03-Mixed,06-General,02-Light,Ravi FaNum,Light,02-Static,03-WOFF,03-Mixed\06-General\02-Light\Ravi FaNum\02-Static\03-WOFF\RaviFaNum-Light.woff,Iranfont\Ravi-Pro\Pro\Ravi FaNum\Webfonts\fonts\woff\RaviFaNum-Light.woff,Iranfont,0,9fd39e608267f3da39fad486d94e4f63c20f6c358cc83a80200d4e71eeaf353b
03-Mixed,06-General,03-Regular,Mj_King 2,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Mj_King 2\02-Static\01-TrueType\Mj_King 2.TTF,Farsi\Mj_King 2.TTF,Farsi,0,9fd3d92c13a4e3e315dfe3869d5cd99ae556d1b3900bfb0476cbaa40b5c4626c
03-Mixed,06-General,06-Bold,Vazir,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Vazir\02-Static\01-TrueType\Vazir-Bold.ttf,Farsi\Vazir-Bold.ttf,Farsi,0,9fd6bdac149c4d684ee4b8394a53080c9d9977909ffb51e5df76f80c2b03a48a
03-Mixed,06-General,03-Regular,Shoor FaNum,Regular,02-Static,04-WOFF2,03-Mixed\06-General\03-Regular\Shoor FaNum\02-Static\04-WOFF2\ShoorFaNum-Regular.woff2,Iranfont\Shoor Pro __fontiranir_\Shoor Pro [@fontiranir]\Normal\Farsi Numerals\webfonts\woff2\ShoorFaNum-Regular.woff2,Iranfont,0,9fd999b8da4902ad5f9f3f141f019a012d0e8c64855704b585f8e1efa3fbeb95
03-Mixed,06-General,03-Regular,Dima Salam,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Dima Salam\02-Static\01-TrueType\DimaSalam.ttf,Farsi\DimaSalam.ttf,+Mixed Fonts | +Unsorted | Farsi,3,9fdd084084a4584cf6c5cbf12aa47ac9448735bdb644f59ce2bd9051c705638b
04-Latin,06-General,09-Other,DimaYekanWeb,DimaYekanWeb,02-Static,05-EOT,04-Latin\06-General\09-Other\DimaYekanWeb\02-Static\05-EOT\DimaYekanWeb.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaYekanWeb\fonts\DimaYekanWeb.eot,+Unsorted,0,9fe56c537da10f0dbe229f514d6feccd6dd2f36dcf8c0d73e56708f35af04834
03-Mixed,06-General,03-Regular,Mj_Curves Outline,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Mj_Curves Outline\02-Static\01-TrueType\Mj_Curves Outline.TTF,Farsi\Mj_Curves Outline.TTF,Farsi,0,9fef17691c97367fd460b51597355e99c4a6cf98047a0a524ef38b7f6dd0c114
03-Mixed,06-General,03-Regular,Sahel,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Sahel\02-Static\01-TrueType\Sahel.ttf,Farsi\Sahel.ttf,Farsi,0,9fef5b965d4646a226dd830e8deef42bc933451420c2ee2ba27f33c90f91672d
03-Mixed,06-General,09-Other,Kahroba-LC,UL-LC-EX,02-Static,04-WOFF2,03-Mixed\06-General\09-Other\Kahroba-LC\02-Static\04-WOFF2\Kahroba UL-LC-EX.woff2,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\woff2(web)\Kahroba UL-LC-EX.woff2,Iranfont,0,9ff73f9e5993120e89005c7509ef2f978d763c92df39effbdb52d4a2cb561bb8
04-Latin,06-General,09-Other-Italic,Yukon Tech Semi-Italic,Semi-Italic,02-Static,02-OpenType,04-Latin\06-General\09-Other-Italic\Yukon Tech Semi-Italic\02-Static\02-OpenType\YukonTechSemiItalic-pYyr.otf,English\YukonTechSemiItalic-pYyr.otf,English,0,9ff9ab1070a7f9f0f547c1b14b1d8e977b4ce83e2b0fc6cb1b5eb47fbb5d30ad
03-Mixed,06-General,03-Regular,Rokh,Normal,02-Static,02-OpenType,03-Mixed\06-General\03-Regular\Rokh\02-Static\02-OpenType\Rokh-Normal.otf,Fonts\Rokh\Rokh Pro v1.0\Rokh family\Rokh-Normal.otf,Fonts | Iranfont | NEW,2,9ffaaecb56f1f8fd8246ada0a31b7427bb916423522df8a505b8c78c9b03aed7
03-Mixed,06-General,04-Medium,Morabba,Medium,02-Static,04-WOFF2,03-Mixed\06-General\04-Medium\Morabba\02-Static\04-WOFF2\Morabba-Medium.woff2,Fonts\Morabba Pro\webfont\fonts\woff2\Morabba-Medium.woff2,Fonts | Iranfont | NEW,2,a0011490d7be2b8420c691466fafa7b8394a35459e90b9e0c2a6dee9a6fdb22e
01-Persian-Arabic,06-General,03-Regular,SF Arabic,Regular,02-Static,01-TrueType,01-Persian-Arabic\06-General\03-Regular\SF Arabic\02-Static\01-TrueType\SFArabic-Regular.ttf,Iranfont\iPhone __FontiranIR_\iPhone [@FontiranIR]\SF Arabic\SFArabic-Regular.ttf,Iranfont,0,a006a5d91c4ddb7f8f70240fae6f0c6fe06ad1da99a5cc8a323d4dee274492d3
03-Mixed,06-General,02-Light,Yekan Bakh NoEn,Light Condensed,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\Yekan Bakh NoEn\02-Static\04-WOFF2\YekanBakhNoEn-LightCondensed.woff2,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh NoEn\webfonts\woff2\YekanBakhNoEn-LightCondensed.woff2,Iranfont,0,a00ceeec9f14ea8be521eeaaedcad165da479b938572768e9cba62e829f66d75
03-Mixed,06-General,06-Bold,FarhangFaNum,BoldSharp,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\FarhangFaNum\02-Static\04-WOFF2\FarhangFaNum-BoldSharp.woff2,NEW\Farhang-@Mim_Font\FaNum\Farhang Sharp\Webfonts\fonts\woff2\FarhangFaNum-BoldSharp.woff2,+Unsorted | Fonts | NEW,3,a00e8f94b40c06db5da4fa24c97cc1ecff80cf3b1102add28482e8ca89d89e37
03-Mixed,06-General,03-Regular,Ara Ahrar,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Ara Ahrar\02-Static\01-TrueType\Ahrar Font.ttf,Farsi\Ahrar Font.ttf,Farsi,0,a0122ace518fb59efcf23dc3870e2ade35a03a0078bb84c6ae0ef3c900994d48
03-Mixed,06-General,06-Bold,RokhFaNum,UltraBold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\RokhFaNum\02-Static\01-TrueType\RokhFaNum-UltraBold.ttf,Fonts\Rokh\Rokh Pro v1.0\Farsi Numeral\ttf\RokhFaNum-UltraBold.ttf,Fonts | Iranfont | NEW,2,a0148896811f646905520f8ff7e53ac48629b131ae2b57fdf158148fe47509a1
03-Mixed,06-General,03-Regular,MRT_Farsi Simple Outline,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\MRT_Farsi Simple Outline\02-Static\01-TrueType\Farsi Simple Outline_MRT.ttf,Farsi\Farsi Simple Outline_MRT.ttf,384.Font.Farsi | Farsi,1,a01655e8d13b56cf340ce06aa9d87837490bba0d2ad496aa82cb3b048d4aca2c
03-Mixed,06-General,09-Other,Kahroba-ELC,SB-ELC-SE,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-ELC\02-Static\01-TrueType\Kahroba-SB-ELC-SE.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\Kahroba-SB-ELC-SE.ttf,Iranfont,0,a0177549515e6c7324ad9ab655289e6539ee10fbad6ccb272bd22b70004eb9d8
03-Mixed,06-General,08-Black,Yekan Bakh NoEn,ExtraBlack Expanded,02-Static,04-WOFF2,03-Mixed\06-General\08-Black\Yekan Bakh NoEn\02-Static\04-WOFF2\YekanBakhNoEn-ExtraBlackExpanded.woff2,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh NoEn\webfonts\woff2\YekanBakhNoEn-ExtraBlackExpanded.woff2,Iranfont,0,a025e0bfacdc551c4d4bab0cded93f10e487f9195bfbf8d4b81977eae4534538
01-Persian-Arabic,06-General,09-Other,Kahroba-OA-HC,M-HC,02-Static,01-TrueType,01-Persian-Arabic\06-General\09-Other\Kahroba-OA-HC\02-Static\01-TrueType\Kahroba-OA M-HC.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\OA(OnlyArabic)\Kahroba-OA M-HC.ttf,Iranfont,0,a025ec22eeb7e71f5d01a3166702c7225a3fa3b5f28b300a7f950d3a1a4e6f85
03-Mixed,06-General,01-Thin,Dana,UltraLight,02-Static,03-WOFF,03-Mixed\06-General\01-Thin\Dana\02-Static\03-WOFF\Dana-UltraLight [v2].woff,Fonts\Dana\Source v3.2\Webfonts\woff\Dana-UltraLight.woff,Fonts,0,a025f30e7d4fd3a54c109701d11364170b5ae8b7f14b38f42571d59f9206821f
03-Mixed,06-General,03-Regular,MRT_Ghriba,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\MRT_Ghriba\02-Static\01-TrueType\Ghriba_MRT.ttf,Farsi\Ghriba_MRT.ttf,384.Font.Farsi | Farsi,1,a031602ed98725ec04f01104ef2d9fd32bfb9b6370a6ca2d69124526f1c435e5
04-Latin,06-General,09-Other-Italic,CelesteST,SCItalic,02-Static,02-OpenType,04-Latin\06-General\09-Other-Italic\CelesteST\02-Static\02-OpenType\CelesteST-SCItalic.otf,English\CelesteST-SCItalic.otf,English,0,a03d5577739dd990fdb3df574323a2549dc6e73837714f8aee822f692538f482
04-Latin,01-Sans-Modern,03-Regular,AbsaraSans-Regular,Regular,02-Static,02-OpenType,04-Latin\01-Sans-Modern\03-Regular\AbsaraSans-Regular\02-Static\02-OpenType\AbsaraSans-Regular.otf,English\AbsaraSans-Regular.otf,English,0,a040794b5ab87604c62599248aee301d31e24a0d9cac6a3d52b9674ca63f6183
04-Latin,06-General,03-Regular,CallOne-Negativ,Regular,02-Static,02-OpenType,04-Latin\06-General\03-Regular\CallOne-Negativ\02-Static\02-OpenType\CallOne-Negativ.otf,English\CallOne-Negativ.otf,English,0,a04a71ef59a6839b7342ef8410ba7577ea03b8d6037323e1662cc3accd75f208
03-Mixed,06-General,08-Black,IRANYekanWeb,ExtraBlack,02-Static,01-TrueType,03-Mixed\06-General\08-Black\IRANYekanWeb\02-Static\01-TrueType\iranyekanwebextrablack.ttf,Iranfont\IRAN yekan\WebFonts\fonts\ttf\iranyekanwebextrablack.ttf,Fonts | Iranfont,1,a050fc2504d6a43b38ac09c33ef3280027dc4880b556d08f5d229835957f7af6
04-Latin,06-General,06-Bold,IPT.Roya,Bold,02-Static,01-TrueType,04-Latin\06-General\06-Bold\IPT.Roya\02-Static\01-TrueType\PROYAB.TTF,Farsi\PROYAB.TTF,Farsi,0,a0594b960654d31e9b11a87abf5470eb0acb3b9d96348dfd7c4e43d796af9a55
04-Latin,06-General,04-Medium,Non English,PelakNoEng-Medium,02-Static,05-EOT,04-Latin\06-General\04-Medium\Non English\02-Static\05-EOT\PelakNoEng-Medium.eot,Fonts\PELAK\Non English\WebFonts\EOT\PelakNoEng-Medium.eot,Fonts | Iranfont,1,a05b4643688d6f1c7c9db13bde014eb0fb95747c8d2c55ee3b0e45d695b70c8b
03-Mixed,06-General,05-SemiBold,IRANYekanXFaNum,DemiBold,02-Static,04-WOFF2,03-Mixed\06-General\05-SemiBold\IRANYekanXFaNum\02-Static\04-WOFF2\IRANYekanXFaNum-DemiBold.woff2,Iranfont\IRANYekanX Pro\IRANYekanX Pro\Farsi numerals\Webfonts\Woff2\IRANYekanXFaNum-DemiBold.woff2,Iranfont,0,a0625241d8997a092b499e9849fa1979fcd5265ddc218b74fa8906c376c6a7e6
03-Mixed,01-Sans-Modern,06-Bold,IRANSansWeb,Bold,02-Static,04-WOFF2,03-Mixed\01-Sans-Modern\06-Bold\IRANSansWeb\02-Static\04-WOFF2\IRANSansWeb_Bold.woff2,Fonts\Iran Sans\IRANSans v5.0\WebFonts\fonts\woff2\IRANSansWeb_Bold.woff2,Fonts,0,a068d909851e4b57d0847b6c35457ab980463710e124a7e5e26b642e7f9f64fa
03-Mixed,06-General,09-Other,Kahroba-EHC,EB-EHC,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-EHC\02-Static\01-TrueType\Kahroba-EB-EHC.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\Kahroba-EB-EHC.ttf,Iranfont,0,a0698e5dd0f5387a98e900e8a17ad8db5175476a2cd63662a0ebcf267f1f03df
03-Mixed,06-General,09-Other,Kahroba-FD,EB-SE,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-FD\02-Static\01-TrueType\Kahroba-FD-EB-SE.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\FD(FarsiDigits)\Kahroba-FD-EB-SE.ttf,Iranfont,0,a06d41fd313cc235822075eb15f1a7dd8010b20ff33114c2829514eab4533e98
03-Mixed,06-General,09-Other,Kahroba-FD-EHC,EB-EHC-SC,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-FD-EHC\02-Static\01-TrueType\Kahroba-FD-EB-EHC-SC.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\FD(FarsiDigits)\Kahroba-FD-EB-EHC-SC.ttf,Iranfont,0,a071ba2f1ace9374105f392077d0b77943474b1fd9867707189797dca235f72b
01-Persian-Arabic,06-General,06-Bold,B Yagut,Bold,02-Static,01-TrueType,01-Persian-Arabic\06-General\06-Bold\B Yagut\02-Static\01-TrueType\BYagutBd.ttf,500.Font.Collection\BYagutBd.ttf,500.Font.Collection,0,a074268d680fffcd3a6a2f092ebd526580ef850876fde2d41a21a29ec004ad6c
03-Mixed,06-General,02-Light-Italic,Dana,LightItalic,02-Static,01-TrueType,03-Mixed\06-General\02-Light-Italic\Dana\02-Static\01-TrueType\Dana-LightItalic.ttf,Fonts\Dana\Source v2.0\Dana font family\Iranic\Dana-LightItalic.ttf,Fonts | Iranfont,2,a074518e6dd9a6cfc1575f1e8bc30e5b66999bfee21ab89146e37a9aaf4ae1ba
03-Mixed,06-General,06-Bold,RokhNoEng,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\RokhNoEng\02-Static\01-TrueType\RokhNoEng-Bold.ttf,Fonts\Rokh\Rokh Pro v1.0\None English\ttf\RokhNoEng-Bold.ttf,Fonts | Iranfont | NEW,3,a0786c59dfcb717a954552dda3e5382c207ae5c47c3f40ec7755a2093812dd9b
04-Latin,06-General,08-Black-Italic,03- Eot,Anjoman-FaNum-HeavyItalic,02-Static,05-EOT,04-Latin\06-General\08-Black-Italic\03- Eot\02-Static\05-EOT\Anjoman-FaNum-HeavyItalic.eot,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\03- Eot\Anjoman-FaNum-HeavyItalic.eot,+Unsorted | Fonts | Iranfont,2,a0802da4f05874e31ed9ea39fdd837c519bb3e6c33491f5bd1b1cd0c52c60f7c
03-Mixed,06-General,05-SemiBold,FarhangDot1FaNum,DemiBold,02-Static,03-WOFF,03-Mixed\06-General\05-SemiBold\FarhangDot1FaNum\02-Static\03-WOFF\FarhangDot1FaNum-DemiBold.woff,Iranfont\Farhang-2-Pro\Farhang-2-Pro\FarhangDot1\FaNum\webfonts\fonts\woff\FarhangDot1FaNum-DemiBold.woff,Iranfont,0,a08c545465c2d106464cf8258a8aab662c45c9709ea311eded13e120d1e1431c
04-Latin,06-General,06-Bold,WebFonts[FaNum],RokhFaNum-Bold,02-Static,05-EOT,04-Latin\06-General\06-Bold\WebFonts[FaNum]\02-Static\05-EOT\RokhFaNum-Bold.eot,Fonts\Rokh\Rokh Pro v1.0\Farsi Numeral\WebFonts[FaNum]\eot\RokhFaNum-Bold.eot,Fonts | Iranfont | NEW,3,a08f94a62d22341e4fc518618de4041fc34358ab07b94f7ecac769d0a549aaf1
03-Mixed,06-General,01-Thin,Farhang2,Thin,02-Static,01-TrueType,03-Mixed\06-General\01-Thin\Farhang2\02-Static\01-TrueType\Farhang2-Thin.ttf,Iranfont\Farhang-2-Pro\Farhang-2-Pro\Farhang Family\Farhang2-Thin.ttf,Iranfont,0,a09051b01b92c52e4fec27861bb17025d13991fa90cab2dc8620dd118c9ad54b
03-Mixed,06-General,03-Regular,W_rogheeh Outline,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\W_rogheeh Outline\02-Static\01-TrueType\W_rogheeh Outline.ttf,Farsi\W_rogheeh Outline.ttf,Farsi,0,a093a9d154f75d6e1d47c1565edcde37a16fe09cfc9301f456a6fe2b81a7b86e
03-Mixed,06-General,02-Light,Sepid-FD,Light,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\Sepid-FD\02-Static\04-WOFF2\Sepid-FD-Light.woff2,Iranfont\Sepid-Pro\sepid-FD\webfont(woff2)\Sepid-FD-Light.woff2,Iranfont,0,a09c70eeee41fc04da7ef34d4d02259ad695de06cbe685979b37a6e92d220639
03-Mixed,06-General,03-Regular,Dima Traffic FD,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Dima Traffic FD\02-Static\01-TrueType\DimaTraffic Fb.ttf,Fonts\Dima\DimaTraffic Fb.ttf,+Unsorted | Fonts,2,a0a0bca401b74e22651f3a0147a1ef8a0698006797426e0179636ddfd9f0fc19
03-Mixed,06-General,06-Bold,Dima Barf,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Dima Barf\02-Static\01-TrueType\DimaBarf.ttf,Farsi\DimaBarf.ttf,+Unsorted | Farsi | Fonts,7,a0a5cffa3d950b0d83b4ac587289cd648c73e08a7cfd084939e0a4fc882c43a8
04-Latin,06-General,06-Bold-Italic,Montserrat Alternates,Bold Italic,02-Static,02-OpenType,04-Latin\06-General\06-Bold-Italic\Montserrat Alternates\02-Static\02-OpenType\MontserratAlternates-BoldItalic.otf,English\MontserratAlternates-BoldItalic.otf,English,0,a0ad6b5b7c25f87719b2cc26a789a3f7930dc3fa4fa70fd5d8bb789c706a751e
03-Mixed,06-General,05-SemiBold,Ravi,SemiBold,02-Static,02-OpenType,03-Mixed\06-General\05-SemiBold\Ravi\02-Static\02-OpenType\Ravi SemiBold [v2].otf,Fonts\Ravi v1\Source 2\Ravi font family\otf\Ravi SemiBold.otf,Fonts,0,a0bbfde497b9a3fe304ce4996aa8550bd412bb2e1f67031b06e97017b22f8a97
01-Persian-Arabic,06-General,02-Light,farsi numral,dana-fanum-extralight,02-Static,05-EOT,01-Persian-Arabic\06-General\02-Light\farsi numral\02-Static\05-EOT\dana-fanum-extralight.eot,Fonts\Dana\Source v2.0\farsi numral\webfonts\fonts\eot\dana-fanum-extralight.eot,Fonts | Iranfont,2,a0bcce22ed27b2ff83adfe5c4f4275f257de4aa050ddd93fa2d5a6d7ab17a451
04-Latin,06-General,03-Regular,B e s m e l l a h 3,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\B e s m e l l a h 3\02-Static\01-TrueType\Besmellah 3.ttf,+Unsorted\WorkSpace\BesmelahFont\BesmelahFont\Besmellah 3.ttf,+Unsorted,0,a0c0c5ef2ed1d583bfd660be7c95c54d1300dfefd0ad6ea32dc6a8ed4d37fe4b
03-Mixed,06-General,01-Thin,Ravi,Thin,02-Static,03-WOFF,03-Mixed\06-General\01-Thin\Ravi\02-Static\03-WOFF\Ravi Thin [v2].woff,Fonts\Ravi v1\Source 3\Woff\Ravi Thin.woff,Fonts,0,a0c2bc4fedefd59a54c9eda3d5e0acbb931ededc7caaac05b265f4075d078e91
04-Latin,06-General,03-Regular,finesse,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\finesse\02-Static\01-TrueType\finesse.ttf,English\finesse.ttf,English,0,a0c5c99cc10ba3ca137b6e0e2b2d4da7640a48c6fa81391570f7a6bf3f530ae0
03-Mixed,06-General,02-Light,DAMOONFANUM,ExtraLight,02-Static,01-TrueType,03-Mixed\06-General\02-Light\DAMOONFANUM\02-Static\01-TrueType\DAMOONFANUM-ExtraLight.ttf,Fonts\Damoon Pro\Damoon Pro\04 Farsi numerals\DAMOONFANUM-ExtraLight.ttf,Fonts | Iranfont,1,a0cda402ab2a81350613b3aecf35ad015d25a5762e8ef8df85f5d04af661873c
03-Mixed,06-General,04-Medium,IRANYekanRd,Medium,02-Static,01-TrueType,03-Mixed\06-General\04-Medium\IRANYekanRd\02-Static\01-TrueType\IRANYekanMediumRd.ttf,Iranfont\IRAN yekan\Rounded_Dots\IRANYekanMediumRd.ttf,+Unsorted | Fonts | Iranfont,3,a0cfadf61d863afe70548323608478b8d520afce1a5eb833635125daad1e773f
03-Mixed,06-General,08-Black,dana-fanum,black,02-Static,03-WOFF,03-Mixed\06-General\08-Black\dana-fanum\02-Static\03-WOFF\dana-fanum-black.woff,Fonts\Dana\Source v2.0\farsi numral\webfonts\fonts\woff\dana-fanum-black.woff,Fonts | Iranfont,2,a0d0f3ec9c2238ea206791120dcf95e06a32baabfd9c6e663efaa67f92504dcb
03-Mixed,06-General,02-Light,Dana-FaNum,ExtraLight,02-Static,01-TrueType,03-Mixed\06-General\02-Light\Dana-FaNum\02-Static\01-TrueType\Dana-FaNum-ExtraLight.ttf,Fonts\Dana\Source v2.0\farsi numral\Dana-FaNum-ExtraLight.ttf,Fonts | Iranfont,2,a0d26ea66383c380e28d02c1094bd16ff2ab27baf755c0d32efac067dd2448ce
03-Mixed,06-General,09-Other,Kahroba-EHC,B-EHC-SC,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-EHC\02-Static\01-TrueType\Kahroba-B-EHC-SC.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\Kahroba-B-EHC-SC.ttf,Iranfont,0,a0d6ca3c68dc4681be87b7d1e2c05da538182ae943ab5018d83b3eaeb6f6fa33
