family,file,source,sha256,duplicate_count
pinar-fd,pinar-fd\Pinar-FD-Medium.woff2,_downloads\pinar-fd\Pinar-FD-Medium.woff2,a6c6112099053d9fcc740ac20fe60e4a65ae83a618ec4204d1fe35400147f527,2
eot,eot\dana-noen-demibolditalic.eot,Fonts\Dana\Source v2.0\NonEnglish webfonts\fonts\eot\dana-noen-demibolditalic.eot,a6c6b08c3ffe15f36b3fe1cbac514a95b98c41b75dde290d5ffc4a7e512dd0b2,1
eot,eot\dana-noen-regular.eot,Fonts\Dana\Source v2.0\NonEnglish webfonts\fonts\eot\dana-noen-regular.eot,a6c772dd4c6c5742431e279b7ab5d36b91bebbc4144d10b36e5173803ba66241,1
Woff,Woff\IRANSansXFaNum-BlackD4.woff,_downloads\IranSansX Pro\IranSansX Pro\Dot4\Farsi numerals\Webfonts\fonts\Woff\IRANSansXFaNum-BlackD4.woff,a6c8a3bb640f838f8e3dede7cd58db1f0ccae2759ee44292579bdb3af716e37d,0
dana-noen,dana-noen\dana-noen-lightitalic.woff,_downloads\dana-noen\dana-noen-lightitalic.woff,a6d0a2702d35dca00268575652ce81872e49ece44f8eafe8842034b5a4fe4e55,2
01- Woff,01- Woff\Anjoman-Bold.woff,Fonts\Anjoman_Pro\01 - Anjoman Font Family\05- Webfonts\01- Woff\Anjoman-Bold.woff,a6e8c0ef9c5f3592026be0b07ff165b4119b8159a6cb6399a0437e2c6ccbdedb,5
Dima Web,Dima Web\DimaWeb.ttf,+Unsorted\VIP FONT-@Apkclub\All font\DimaWeb.ttf,a6eba3ff683db893bc884d136d4d258931ac6d8ce2fcab579062c15d11e3f0b3,1
farhangnoen,farhangnoen\FarhangNoEn-Medium.woff2,_downloads\farhangnoen\FarhangNoEn-Medium.woff2,a6f356098d1a8cb32e6e62bfb3e45868df18194cd27b8b8623a32b3f20271b59,2
SD-Golpayegani,SD-Golpayegani\SD-Golpayegani Bold.ttf,Fonts\Golpayegani SD (Standard)\Source 1 [SD-Golpayegani]\SD-Golpayegani Bold.ttf,a6f8c04f923a07fe1299a1466fc7a66daecf2c6dc13428906aafcc2fed939efe,0
Farhang,Farhang\Farhang-RegularSharp [v2].ttf,Fonts\FarhangPro\Source 4 v1.4\Farhang Sharp\Farhang-RegularSharp.ttf,a7029207bb030a9b2c7e0c8e2007e2ce34dea0d7e4ceae07c15b1190d3433be5,0
woff,woff\dana-regular.woff,Fonts\Dana\Source v2.0\webfonts\fonts\woff\dana-regular.woff,a705f608f1855e32ac465349822576d7c3c17d9cabe6baac0f14d19042d64212,1
Far.Diwani 3d Shadow,Far.Diwani 3d Shadow\Far_diwani_3d_shadow.ttf,+Mixed Fonts\Far_diwani_3d_shadow.ttf,a7139d7c71afdf4fbb95712e116b177a6497b25d595378cbd4e7089a57d71747,0
B Arabic Style,B Arabic Style\BArabics.ttf,384.Font.Farsi\BArabics.ttf,a714515d687eda205bd43baed5e9274570f16a9854b13db36628bbee5332fa33,0
MRT_Koufiya,MRT_Koufiya\Koufiya_MRT.ttf,384.Font.Farsi\Koufiya_MRT.ttf,a71874f0d324f83d9505fa66e9ca4b2b6132778a37ab6a1033d93a1aa72024c9,0
WOFF,WOFF\HS Ishraq Medium.woff,+Unsorted\WorkSpace\Eshraq Font\WOFF\HS Ishraq Medium.woff,a71d49c62a7c00391f17f171b5e2015e71b40ee07bd66966a208e7bdf600e87f,0
A Farhood,A Farhood\فرهود.ttf,+Mixed Fonts\فرهود.ttf,a7221ee10dde3c41997efe0f09a1a6179d3f6627fe4b6c683e7538ab1eccfdfb,0
MRT_Minaret,MRT_Minaret\Minaret_MRT.ttf,384.Font.Farsi\Minaret_MRT.ttf,a746cc0e3048052ee075917e941c3e6509186e2b51d053e3f1d461efe89834a4,0
Franklin Demo19,Franklin Demo19\Franklin-Regular.otf,+Unsorted\Franklin-Regular.otf,a7510cc6f20ab5ceb28e1c67841b81ac4219bb06a454e3a6a86d2468cc4df4f5,2
eot,eot\dana-demibold.eot,Fonts\Dana\Source v2.0\webfonts\fonts\eot\dana-demibold.eot,a777f9c205a4eff89032822e3d6ddbf1101df6a32a91f8e5518d20065cca89dc,1
Aria,Aria\Aria-ExtraBold [v2].otf,Fonts\Aria\Source 2\Farsi Numeral\otf\Aria-ExtraBold.otf,a78965bb9a5dc1410fec6cf6b136600e4338008ba0d3f05512da52dae1b2896d,0
Yekan Bakh,Yekan Bakh\YekanBakh-Bold.ttf,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh Family\TTF\YekanBakh-Bold.ttf,a78ba6cbe88d6e77a5b6468ca1f74ce7a14359b73edd4bf20cc54c86c151a913,0
IRANSans(FaNum),IRANSans(FaNum)\IRANSans(FaNum)_UltraLight [v2].ttf,+Unsorted\IRANSans4\IRANSans4\Farsi_numerals_(Non Standard)\IRANSans(FaNum)_UltraLight.ttf,a79ab6f0059c45b7312c6c586f04763f65d19b853c93f607ea3f4995a89415a0,1
Open Sans,Open Sans\OpenSans-Bold.ttf,+Mixed Fonts\opensans\opensans{@fontbartar}\OpenSans-Bold.ttf,a7a41b04969454dfbe620bfbc7699647b2819d768374b3f0f90a714a0d80b199,0
Nanotech LLC,Nanotech LLC\Nanotech NormalItalic.otf,_downloads\Fonts-master\Nanotech NormalItalic.otf,a7b3c4bb60e8d00557d92992280819b58fb9cb58d80f79c52fd3e444c0774c7f,0
azarmehr-fd-vf,"azarmehr-fd-vf\AzarMehr-FD-VF[wght,kshd].woff2","_downloads\azarmehr-fd-vf\AzarMehr-FD-VF[wght,kshd].woff2",a7b446f3b44d31e4c5dd679a82a13e1ec6f214a684d5747c6cbbb4efb130387a,3
woff2,woff2\IRANSansXNoEn-UltraLightD4.woff2,_downloads\IranSansX Pro\IranSansX Pro\Dot4\NonEnglish\Webfont NonEn\woff2\IRANSansXNoEn-UltraLightD4.woff2,a7b4a99e02a5b13bfd819f65b6ca91476ebf4d97953871e983ef492009079db1,0
Pinar,Pinar\Pinar-DS3-SemiBold.ttf,Fonts\Pinar Pro\Statics\ttf\Pinar-DS3-SemiBold.ttf,a7bdf71f79368414ae8ef9f4228f89da99a2b84dfcb4b10e58fa474d29901d64,1
ariaweb-fanum,ariaweb-fanum\AriaWebFaNum-SemiBold.woff2,_downloads\ariaweb-fanum\AriaWebFaNum-SemiBold.woff2,a7bf77d72bd1cd83be891fae905fd66c8096ecf73c4affa577a0657254df4482,1
ME HamidehSaeian,ME HamidehSaeian\Hamideh.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\Hamideh\fonts\Hamideh.otf,a7bfb6c1f887389f01ea05fda4532261fb891745c28a1b3fc8f0f7078f00daf9,0
IRANSansWeb,IRANSansWeb\IRANSansWeb_Medium.ttf,Fonts\Iran Sans\IRANSans v5.0\WebFonts\fonts\ttf\IRANSansWeb_Medium.ttf,a7c19dcc4eac67fc27cc2d2e33b0bba17a9167a9af1713518b5752c8c25675ab,0
MRT_Cairo,MRT_Cairo\Cairo_MRT.ttf,384.Font.Farsi\Cairo_MRT.ttf,a7c967f9161269cab6c57b6684dfcd30e48fc3bedaa4a70951c7bbc8b811d1b7,0
IRANSansXFaNum,IRANSansXFaNum\IRANSansXFaNum-DemiBold [v2].ttf,_downloads\IranSansX Pro\IranSansX Pro\Farsi numerals\IRANSansXFaNum-DemiBold.ttf,a7ca10ef6db7160b04186480ff9ad589e47c520dbae0cefd4902babd032b94f2,0
Reckless Condensed M-TRIAL,Reckless Condensed M-TRIAL\RecklessCondensedM-TRIAL-MediumItalic.otf,_downloads\reckless-font-family\RecklessCondensedM-TRIAL-MediumItalic.otf,a7cffe889e45febc8afc34a84f007609124664a5ddd2dc02c43a782183d70834,0
woff2,woff2\dana-extralight.woff2,Fonts\Dana\Source v2.0\webfonts\fonts\woff2\dana-extralight.woff2,a7d202f319b3cc073cde20a722736a1656833811798f6e0d318a8030a8763e33,1
Disco Deck Leftalic,Disco Deck Leftalic\discodeckleft.ttf,+Mixed Fonts\Disco Deck\discodeckleft.ttf,a7e032b809a3f681d7c4102244c09091534c32b789d32797adb61b1186bab60c,0
Dahgan,Dahgan\Dahgan Light.ttf,Fonts\Dahgan\Dahgan Light.ttf,a7e5836dd92ad989e9b019a1d3b3bac7211448b09a526a46f48099d6f9d0f52a,1
Pinar-DS4-FD,Pinar-DS4-FD\Pinar-DS4-FD-ExtraBold.ttf,_downloads\pinar-ds4-fd\Pinar-DS4-FD-ExtraBold.ttf,a7eda7cb6b9301f5c0360dd65d99061827bea4788dfc6934808dc12bddfe9b5c,2
fonts,fonts\Anjoman-SemiBold.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\Anjoman-SemiBold\fonts\Anjoman-SemiBold.woff,a7f2059e67294a63a462fde61bf8b72b15dedd01f4917a8ea0a56ce3944d90df,0
eot,eot\RokhNoEng-Normal.eot,Fonts\Rokh\Rokh Pro v1.0\None English\WebFonts[NoEng]\eot\RokhNoEng-Normal.eot,a7fb31ba9bdac92f2e3b2cffdf5ded465889d8af775efe39c361cbac478260f0,1
ariaweb-fanum,ariaweb-fanum\AriaWebFaNum-Bold.woff,_downloads\ariaweb-fanum\AriaWebFaNum-Bold.woff,a8088ed03356af867bacd098e946c6c2a39712991d62eedeabb6c5b56e33bd54,1
AzarMehr-FD,AzarMehr-FD\900-AzarMehr-FD-Black.ttf,_downloads\azarmehr-fd\900-AzarMehr-FD-Black.ttf,a80a018c93259a12f32a22bce3cda0498ac99a3d5d0b7f27e0c4ecdd3e158087,3
898 Stencil FaNum,898 Stencil FaNum\898StencilFaNum.ttf,+Unsorted\۸۹۸ استنسیل\898StencilFaNum.ttf,a8192bd882069e2e3e08037e95b9728dc7764d3b3e8921f6660b565ad22e8c2d,0
woff,woff\YekanBakhNoEn-Black.woff,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh NoEn\Webfonts\fonts\woff\YekanBakhNoEn-Black.woff,a81d87e0bd0151b2eb76bfb25a24e86255542086d589adbe7eb432797a3cac4a,0
iranyekanweb,iranyekanweb\iranyekanwebregular.woff,_downloads\iranyekanweb\iranyekanwebregular.woff,a8206b7015814de39f1a0bc7da97313749cf227e46a458bdbddf653b48410717,1
Fonts-master,Fonts-master\TheQueenone-Regular.woff,_downloads\Fonts-master\TheQueenone-Regular.woff,a823fd87709e5bb00f9747e646f7189f134bf383834fe1caf1fbefc4d9dfa2db,0
01- Woff,01- Woff\Anjoman-Thin.woff,Fonts\Anjoman_Pro\01 - Anjoman Font Family\05- Webfonts\01- Woff\Anjoman-Thin.woff,a82432aa573bee33cbb608a604befbec97ccfb34d58c1be22e326ec4c8059f86,1
anjoman,anjoman\Anjoman-CondensedItalic.woff2,_downloads\anjoman\Anjoman-CondensedItalic.woff2,a826604ff76532819e2c765595ae4b9cd7e1b886f1a83138632723ad534ea7f4,2
damoonfanum,damoonfanum\DAMOONFANUM-ExtraLight.woff2,_downloads\damoonfanum\DAMOONFANUM-ExtraLight.woff2,a8365ca36020d3a47b4b53ff4a0b5905b041c2f9e93cf36ee68ed18d357e9ce6,1
Far.Casablanca,Far.Casablanca\Casablanca.ttf,Fonts\Casablanca\Casablanca.ttf,a84b271b4ce55f7a3edb2d7dc37a6fe2b690b0a983ba55a10beda9367163ec72,0
Shrikhand,Shrikhand\Shrikhand-Regular.otf,+Mixed Fonts\Shrikhand-Regular.otf,a84bc48cda099a95c0e01ae867a07b908eed349532f1212e4654ff898c3a4583,0
Iran sharp,Iran sharp\iransharp.woff,Fonts\Iran sharp\iransharp.woff,a855c06fea3b1e30fe5fb890adf3c545d6df1b5717d23f2ed2442fc508cae025,1
moderna,moderna\moderna.ttf,Fonts\moderna\moderna.ttf,a855dead4bd8556219218cec74cb2af5019657659469d8aaf1721e8f115f888e,0
MRT_Anoosh,MRT_Anoosh\Anoosh_MRT.ttf,384.Font.Farsi\Anoosh_MRT.ttf,a85f1951fd181802b4291cef6e1e33254903d274baf70bc01fc22269fb087a59,0
Mahdi,Mahdi\Mahdi.ttf,+Mixed Fonts\Mahdi.ttf,a8619d166e9675dac9a132a22a51a2d0325fd57e28fe494a5edada04ee360277,0
bidad,bidad\Bidad-Light.woff,_downloads\bidad\Bidad-Light.woff,a87ede98fe81e528522ab586836c851834e11d73a278306b89c5d80f8557be01,1
IRANSansX,IRANSansX\IRANSansX-Medium.ttf,_downloads\IranSansX Pro\IranSansX Pro\iransansX family\IRANSansX-Medium.ttf,a8819c79623a5d8fde1467302d9ce79356adabc865858967483ca4a63aeab973,0
onvan-oa,onvan-oa\Onvan-OA.woff2,_downloads\onvan-oa\Onvan-OA.woff2,a898a388b654a0093b3b79b84823afac73d737a9d4e3d7e7ccf0dbb222b62164,2
MRT_Fonoon,MRT_Fonoon\Fonoon_MRT.ttf,384.Font.Farsi\Fonoon_MRT.ttf,a89e135d91d109e6464a5566de8e703ac837c40681a537620b0ad46aa6a63556,0
Springtime Sunshine,Springtime Sunshine\springtime-sunshine.ttf,+Mixed Fonts\springtime-sunshine.ttf,a8b9e4cab32c510af447de917836d86fa0beb1908cac45e48d141ee3a0087593,1
iransansdn,iransansdn\iransansdn.woff2,_downloads\iransansdn\iransansdn.woff2,a8bc113d64dafa58b1cc3b997a38deab89463a17dd36978acd27a38469712449,1
Mola,Mola\معلی.ttf,+Mixed Fonts\معلی.ttf,a8bc6aaf9958a5fd88493a3669ae0376b361c5e4f5eec64204355308dd0fcde9,3
woff2,woff2\IRANBold.woff2,+Unsorted\IRAN_Family\IRAN Family Typeface\webfonts\fonts\woff2\IRANBold.woff2,a8c857fafd376e53e0d565fcd5445851c7571db9a126d96be8160af5841b17fd,0
IRANDorandis,IRANDorandis\IRANDorandis.ttf,Fonts\IRANDorandis\IRANDorandis.ttf,a8d18367810b9f8668c2959d269a4e9e2e663ea41a05a967544caca134acf2f8,6
2  Esfehan,2  Esfehan\SESFHNBD.TTF,384.Font.Farsi\SESFHNBD.TTF,a8d631084b8465554337dd0f7086afc98a4ce08842ee2d446b8427d61932f922,0
Yekan Bakh-Regular,Yekan Bakh-Regular\YekanBakh-Regular.ttf,NEW\Yekan-Bakh-@Mim_Font\YekanBakh\YekanBakh-Regular.ttf,a8d9fc48cad8678f861c2d9cb9f5a1cb328169040007d46647adf08b07e88383,0
sedaghat,sedaghat\Sedaghat.woff,_downloads\sedaghat\Sedaghat.woff,a8eb310f72b752b61b9e245b7eec2c8ebbf41428f750ce489278bd90f6b278a1,1
woff,woff\IRANSansWeb [v2].woff,+Unsorted\IRANSans4\IRANSans4\WebFonts\fonts\woff\IRANSansWeb.woff,a8f29f97bdd79c13a83136b0d0ae6f7daeaefbf5e36e88c9cb473092d6b7485d,1
iransansdn,iransansdn\iransansdnbold.woff,_downloads\iransansdn\iransansdnbold.woff,a9063d3015d5ad73249ad39f57f2a80598ed2c3a118a82ce2bb68cd83de40a15,1
MRT_Sazeh Bold,MRT_Sazeh Bold\Sazeh Bold_MRT.ttf,384.Font.Farsi\Sazeh Bold_MRT.ttf,a920303828e1469aee2d617d6389a6691b982798627de7d65d541b3da5131359,0
IPT Karim,IPT Karim\IKarim.ttf,500.Font.Collection\IKarim.ttf,a9237186b5b21e826d3e9d5d3ed2e17e8be991fdeb36ef24957b028644403cff,0
IRANSansMobile(NoEn),IRANSansMobile(NoEn)\IRANSansMobile(NoEn)_Medium [v2].ttf,_downloads\iransansmobile-noen\IRANSansMobile(NoEn)_Medium.ttf,a929c8c151cd8b17c1de37a8a5a3ea6c43fafd4c5a7b4091c963aa2c5fc57ce6,2
iranyekanweb,iranyekanweb\iranyekanwebmedium.woff,_downloads\iranyekanweb\iranyekanwebmedium.woff,a92ad94d332d7a07f75dbb982ecb1312de15f9a416ef200817be8aa69c04a18d,1
02- Woff2,02- Woff2\Anjoman-NoEn-CondensedSuperHeavyItalic.woff2,Fonts\Anjoman_Pro\03 - Anjoman Non English\02- Woff2\Anjoman-NoEn-CondensedSuperHeavyItalic.woff2,a92dd3a4c03b27cedc2d07fec31d804926e137468aa712e33b0be70a009ef23c,1
fonts,fonts\Irancell_Regular.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Other\Irancell_Regular\fonts\Irancell_Regular.eot,a92e30759b9446b94aef4a1ff7d6bfe56f9656b224bf88551706fb93b1f4e72c,0
Reckless Standard S-TRIAL,Reckless Standard S-TRIAL\RecklessStandardS-TRIAL-HeavyItalic.otf,_downloads\reckless-font-family\RecklessStandardS-TRIAL-HeavyItalic.otf,a9350cd92c1138f4c3f6e1905420aae6de2840cdc79bf663687c944afd68d7dd,0
MRT_Text Medium,MRT_Text Medium\Text Medium_MRT.ttf,384.Font.Farsi\Text Medium_MRT.ttf,a936a5d52136f91c4c4da6b82fe0be320e4026e79640ef540b4b6991354c57a6,0
Dana-FaNum,Dana-FaNum\Dana-FaNum-MediumItalic.ttf,_downloads\dana-fanum\Dana-FaNum-MediumItalic.ttf,a93d9838ccd88797ed23f1614d46e4a41bc4b5e10d64eead4a1a5a7a8acf8039,2
Irancell,Irancell\ایرانسل بلک .ttf,+Unsorted\VIP FONT-@Apkclub\VIP FONT\VIP FONT\ایرانسل\ایرانسل بلک .ttf,a94b9ee3a548949264fd8aeeb91d79bfe3d1d9653a586aa65d1f56561b05fd22,1
webfont,webfont\MaskhFaNum.woff2,Fonts\Maskh\Maskh\FarsiNumral\webfont\MaskhFaNum.woff2,a94d3a63307f1c2041c0594853de815f5ea99f563713dabd24a1a8768aecda70,0
Arian LT,Arian LT\Arian LT Demi.ttf,Fonts\Arian\Arian LT Demi.ttf,a95e9c98c396042f5dcf70f6e2bc1479b04da63ec1d059a97be4595030a7a38f,2
MRT_Tafseer,MRT_Tafseer\Tafseer_MRT.ttf,384.Font.Farsi\Tafseer_MRT.ttf,a965d33163fe9a024914c760c328a9610549dbe724c83551b0ccf814f2a1d69e,0
Good Times,Good Times\good times rg.ttf,+Mixed Fonts\Good-times\good times rg.ttf,a967d5f5b0c088799d48ffe0d9a275e23b212608e98989f0fb2aed41f02c973a,0
B Zaman,B Zaman\BZaman.ttf,500.Font.Collection\BZaman.ttf,a96be0a484dfdbc762dfb146fab54cc3f329b91e8e4185fb8693d2496795e2e5,0
B Kamva,B Kamva\Maz-کاموا.ttf,+Mixed Fonts\Maz-کاموا.ttf,a96d2db51926903fcab4df07529aff141cc73bfcdc7a5650e908968f999c1e56,0
WenFonts,WenFonts\KenaarWeb(NoEn)-HeavyWidth.woff,Fonts\Kenar V1.0\03- Non English\WenFonts\KenaarWeb(NoEn)-HeavyWidth.woff,a971f9ad1d674e0999e3c23045e08eb6f267e52b7bc10ed919bf756495ff2f1a,1
Dabir,Dabir\Dabir.ttf,Fonts\Dabir\Dabir.ttf,a9789d9fc054802aaeb2886d6b149b09aa1c66369a231f1c8c3e40c28f8fcce7,0
FF Bouya,FF Bouya\ffbouya normal.otf,+Mixed Fonts\ffbouya normal.otf,a9869fe41618ac448d884a8b17a05b6faa403a7e47d309c287e569d55e6513f7,0
IPT Rose,IPT Rose\IRose.ttf,500.Font.Collection\IRose.ttf,a9879b0cceff08fa901278862c72a32ea46902887ee52ee9298cb1330edcc801,0
Arshad,Arshad\Arshad.ttf,Fonts\+maryam Soft Shit\Arshad.ttf,a9910f7b4913de3d6e2af9cee92992994a4ee68acec7ae9dd3cd2f6a4486087c,0
Fonts-master,Fonts-master\light.woff2,_downloads\Fonts-master\light.woff2,a995eda3e2bbbe9043d5f777f0231a673c55803017433a3b51e0a03fd7f8e062,0
iransansxfanum,iransansxfanum\IRANSansXFaNum-Thin.woff,_downloads\iransansxfanum\IRANSansXFaNum-Thin.woff,a9a8cefbdc07dfff76e6e3a6a73b0ee4e8654af08814cb98867276e61238b2f2,2
IRANSansMobile(FaNum),IRANSansMobile(FaNum)\IRANSansMobile(FaNum)_Medium [v2].ttf,Fonts\Iran Sans\IRANSans v5.0\Farsi_numerals\MobileFonts\IRANSansMobile(FaNum)_Medium.ttf,a9a98167db153fc9b799eba9f24d1715ec4f92728ef355a08f16328e011c1ea6,0
Mj_Saadi Bold,Mj_Saadi Bold\Mj_Saadi Bold.TTF,500.Font.Collection\Mj_Saadi Bold.TTF,a9abe055b62787512429cdb91820a1cb32cd291f1596813dab7c3eeef2fb1809,0
DAMOONFANUM,DAMOONFANUM\DAMOONFANUM-Black.ttf,Fonts\Damoon Pro\Damoon Pro\04 Farsi numerals\DAMOONFANUM-Black.ttf,a9b1dbd3d142a9cafbdbb4423cac50f1caa959985a87086f2c157524fc8a9abf,0
N40Sara,N40Sara\N40s.ttf,500.Font.Collection\N40s.ttf,a9b26bb51f32d47ab4ec5f96d760a922192336843779337a3a9cd1bf559df2ec,0
IRANSansWeb,IRANSansWeb\IRANSansWeb_Light [v3].ttf,_downloads\IranSansX Pro\IranSansX Pro\Old version\IRANSans5.5 (No support)\WebFonts\fonts\ttf\IRANSansWeb_Light.ttf,a9c585e9ff0a89147f33909f5761014453ca7460e9aa7bad26951c4483ce6250,3
IRANSansMobile(NoEn),IRANSansMobile(NoEn)\IRANSansMobile(NoEn)_Light [v2].ttf,_downloads\iransansmobile-noen\IRANSansMobile(NoEn)_Light.ttf,a9cb6cf645be49a5ec9a7a6d2bd0eeaf3682089d8cc0cd873eaa42d24a0f7e5a,2
Yekta,Yekta\Yekta.ttf,+Unsorted\VIP FONT-@Apkclub\All font\Yekta.ttf,a9cc3e0f7da53e118f2893aef031cbf0b52e47bc76afa54cf60e7c5bacd55c6a,1
MRT_Rana,MRT_Rana\Rana_MRT.ttf,384.Font.Farsi\Rana_MRT.ttf,a9d2162b0d321f9f2460f298ed1f10774eacf434e45881730a4d9e82fb1a8afe,0
noora-fanum,noora-fanum\Noora Fa-Num 06 Black.woff,_downloads\noora-fanum\Noora Fa-Num 06 Black.woff,a9d7671b546552634694c0707a992250b66dc585ebd2297f76089f404635c315,1
Yekan Bakh,Yekan Bakh\YekanBakh-SemiBold [v2].ttf,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh Family\TTF\YekanBakh-SemiBold.ttf,a9dfc0115295832eeb32ee9da252beff87e4aa5065f747ea0f15c24fc8d77f11,0
IRANSansOnlyNumeral,IRANSansOnlyNumeral\IRANSansOnlyNumeral.ttf,_downloads\iransansonlynumeral\IRANSansOnlyNumeral.ttf,a9eb9c5be8fcc186e6edf4bc88a3bb12a8bb460821cda8bf84316de10e82a6aa,3
Mj_Casablanca,Mj_Casablanca\کازابلانکا.ttf,+Mixed Fonts\کازابلانکا.ttf,a9f0b8b12ed831186bd46e84d5bc9ccde24a83e7eaca96be6109f42f4f414f44,2
NPIMatin,NPIMatin\NPIMatinIranic.ttf,500.Font.Collection\NPIMatinIranic.ttf,a9f2d13a68cca8b7ba68f593f7f90fa56aedf14abedf0aa995ec03a76ddd0847,0
web,web\AdapterArabicVariablePreview-TextLight.woff,Arabic\Adapter\Adapter Arabic Preview Text\web\AdapterArabicVariablePreview-TextLight.woff,a9f67351d2e830495103ab9308012f35e5a97098062e3363b4e6f37751e09143,1
Pelak,Pelak\Pelak-Thin [v2].otf,_downloads\pelak\Pelak-Thin.otf,a9f74c66837637a5bceb46917c82a354a6729fbfd7751c3e77eea6bf5ac4f7a2,1
pelak,pelak\Pelak-Bold.woff2,_downloads\pelak\Pelak-Bold.woff2,aa06eaaa7f803f65df10b4a9c631e7b937dc1cd3fd7630c84c6892aae1aa3b90,1
03- Eot,03- Eot\Anjoman-FaNum-ExtraBoldItalic.eot,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\03- Eot\Anjoman-FaNum-ExtraBoldItalic.eot,aa08e9d36288387c18a5f246093d5ed637290c82b96a5b5f78ea512ca5c1301f,1
ZFJahan,ZFJahan\ZFJahan.ttf,+Unsorted\TTF\ZFJahan.ttf,aa113020a4cb6424e918c59597aa0dc2f3f4621cddf05bd16703f2db6c75cb85,0
dirooz-wol,dirooz-wol\Dirooz-WOL.woff,_downloads\dirooz-wol\Dirooz-WOL.woff,aa2e5d1aaa8c5daeaf61440520c3cd2c052425fe463661dca620a1a49cbe160b,1
dana-fanum,dana-fanum\dana-fanum-extrabold.woff,_downloads\dana-fanum\dana-fanum-extrabold.woff,aa3f7aac3fb0f5d284a8fe72bd8bed0ffc42a3a831ef7e8875fa31f1e259e529,2
Dana-FaNum,Dana-FaNum\Dana-FaNum-BlackItalic.ttf,_downloads\dana-fanum\Dana-FaNum-BlackItalic.ttf,aa444e2aa891482db1aca0554de3d39044bc635777fd6d3dc5330ae9a11b2d34,2
DAMOON,DAMOON\DAMOON-Medium [v2].ttf,_downloads\damoon\DAMOON-Medium.ttf,aa52eaa6bfe24e63cc76af82e371af3493291891b33447afd8c07d36611661ce,1
Morena,Morena\Morena-Light.otf,_downloads\Fonts-master\Morena-Light.otf,aa63e469acb7da3af462c335e42a36c9f1dc4a6aaa3327b3096894f8bc6272f5,0
MRT_Fantezy Cut,MRT_Fantezy Cut\Fantezy Cut_MRT.TTF,384.Font.Farsi\Fantezy Cut_MRT.TTF,aa738ccf2a633d22df5cec9ca30b852876c7803a9dee09217f9b8fd7a43d43e7,0
Meila Line Regular,Meila Line Regular\Meila Line Regular.otf,_downloads\Meila\Meila Line Regular.otf,aa7e528fadda11e1ff44d87c17657a3fd20885b032da0c3a582a323e9d296f65,0
woff,woff\dana-medium.woff,Fonts\Dana\Source v2.0\webfonts\fonts\woff\dana-medium.woff,aa801555e3504f0f410f994bba8215adc12ff030eb122a93f05bcd816b9f0a24,1
noora,noora\Noora Fa-En 02 Light.woff,_downloads\noora\Noora Fa-En 02 Light.woff,aa819c6d559d495e1814971cf408a857812bad1d35c4598937461cd14caf48c5,1
Hagrid,Hagrid\Hagrid-LightItalic.ttf,_downloads\hagrid\Hagrid-LightItalic.ttf,aa87b77af6033b2cf7934b3710269fd5d42aade15f7b39f091190dc577fb4024,1
mikhak-ds1,mikhak-ds1\Mikhak-DS1-Bold.woff2,_downloads\mikhak-ds1\Mikhak-DS1-Bold.woff2,aa8bfdd92ecbdabbf30c955f283e7649f355587d6f48b7f951ac9e9a194a4535,1
Reckoner,Reckoner\Reckoner.ttf,+Mixed Fonts\Reckoner\Reckoner.ttf,aa8c6e63b2c5bb1aab0bb6cbb8fe1d471f02cce5b3c9a3bd1ea1f2fce5433147,0
woff,woff\Dibaj FaNum UltraLight.woff,+Unsorted\Dibaj\Dibaj\Web font\Farsi-Num\woff\Dibaj FaNum UltraLight.woff,aa8f158668d5f896f688e25a1f9c600d53260fa93a63f84034c39d686ccdad9e,0
DanaNoEn,DanaNoEn\DanaNoEn-Heavy.ttf,Fonts\Dana\Source v3.2\NonEnglish\DanaNoEn-Heavy.ttf,aaa4d8b33fc584eba6d4af026882644017db55ffbf03a6e41039f67e5a87b1cb,0
HSIshraq-Medium,HSIshraq-Medium\HS Ishraq Medium.otf,+Unsorted\WorkSpace\Eshraq Font\OTF\HS Ishraq Medium.otf,aaabd03117a498bcc4b833e85b782c3e394a1fc5c388241526f8d41ab8fa69af,0
NPIMitraTitr,NPIMitraTitr\NPIMitraTitr.ttf,500.Font.Collection\NPIMitraTitr.ttf,aaac8181e193881cc00e100b713f4dbc766be5379b717b92561cf4b2bf1916b9,0
woff2,woff2\Pinar-DS3-Bold.woff2,Fonts\Pinar Pro\Statics\woff2\Pinar-DS3-Bold.woff2,aabcdf23f2b7c80e121a4ed8bc8b57924a014f24d24bdf7f0ff02ef66eb70f17,1
Dahgan,Dahgan\Dahgan Regular.ttf,Fonts\Dahgan\Dahgan Regular.ttf,aacd482a82fb4a21488bc9265730e9ae419abf38baa4dc5b1d1407e8b571d57b,1
Ray,Ray\Ray_Light.ttf,_downloads\ray\Ray_Light.ttf,aad1bd5dca671374883d2322766d60aaa8ffd2873bfa51b296d6eb643bb1bdff,1
