script,family,variant,format,file,source,sha256
03-Mixed,Anjoman,02-Static,03-WOFF,03-Mixed\Anjoman\02-Static\03-WOFF\Anjoman-Thin.woff,Organized\01- Woff\Anjoman-Thin.woff,a82432aa573bee33cbb608a604befbec97ccfb34d58c1be22e326ec4c8059f86
03-Mixed,Anjoman,02-Static,03-WOFF,03-Mixed\Anjoman\02-Static\03-WOFF\Anjoman-ThinItalic.woff,Organized\01- Woff\Anjoman-ThinItalic.woff,309c1b8b39d8a5c348dc50d22be1cf856c0e4baef2a404711fb7031bb064b011
03-Mixed,Anjoman,02-Static,03-WOFF,03-Mixed\Anjoman\02-Static\03-WOFF\Anjoman-UltraBold.woff,Organized\01- Woff\Anjoman-UltraBold.woff,90b8af1b8d059974e47c84530e4854065faa45da6c9f3239277b0a90be913110
03-Mixed,Anjoman,02-Static,03-WOFF,03-Mixed\Anjoman\02-Static\03-WOFF\Anjoman-UltraBoldItalic.woff,Organized\01- Woff\Anjoman-UltraBoldItalic.woff,ea9bd00b9faac4e2561a42374e2de98e1e16751c1645c97e051828fd36de6d81
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-Black.woff2,Organized\02- Woff2\Anjoman-Black.woff2,ea0fc5aac2e7ae4278da18ce85cc2b128933ef6d067084fef32f95da6bd377ca
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-BlackItalic.woff2,Organized\02- Woff2\Anjoman-BlackItalic.woff2,3023541892cac50edba00f754d8f1781bf37bec6b6fdba3828137b644b0b29f1
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-Bold.woff2,Organized\02- Woff2\Anjoman-Bold.woff2,6a53d5d721c706e85fd475dc3020dfde2f1cc5b5f6e8dc85a2793d4e3631a479
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-Condensed.woff2,Organized\02- Woff2\Anjoman-Condensed.woff2,16d64eaee5b29de5e4890eb880f6f1abed396fe00b321fe3fb49dbe3b606d21d
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedBlack.woff2,Organized\02- Woff2\Anjoman-CondensedBlack.woff2,4cce20ca500d972b2ab2003ae45e0cd6fa7d7d1a70486d57629fcfa1ac2b6949
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedBlackItalic.woff2,Organized\02- Woff2\Anjoman-CondensedBlackItalic.woff2,16c6d4024202a8c5535435d044012660d8900a1141f563d76c8d7718387b047d
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedBoldItalic.woff2,Organized\02- Woff2\Anjoman-CondensedBoldItalic.woff2,95e5118a753c1adac3ddf6c6e9caff3e05b353e26aa0869de4c3c5f9df937fc0
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedExtraLight.woff2,Organized\02- Woff2\Anjoman-CondensedExtraLight.woff2,e32e1103dc9a0371cd5c9f01030b95baede6bb7b2317b0da8170a18be86267b5
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedHeavy.woff2,Organized\02- Woff2\Anjoman-CondensedHeavy.woff2,88bc5c3c77154ff2afbf95d5d839f517dc02aea79c5d3c0ae71d08289a3859f7
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedHeavyItalic.woff2,Organized\02- Woff2\Anjoman-CondensedHeavyItalic.woff2,c39d8c87a3c0588579234417771bc0ec36cbef4320d55483f5362a783c1c0961
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedLight.woff2,Organized\02- Woff2\Anjoman-CondensedLight.woff2,b8fddfe62ae67ab98abd46b6d18d207cdc9a3de3807ce0f11639da7b1e7989ca
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedMedium.woff2,Organized\02- Woff2\Anjoman-CondensedMedium.woff2,6603b5c4b88eef91189acde36f383fb2ad4d8a5d229453abc6aeb2d8fbaa05f6
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedSemiBold.woff2,Organized\02- Woff2\Anjoman-CondensedSemiBold.woff2,236ddfd664a255cb1477e1619ba80023c17b213038f97355e416a846025b1e2c
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedSemiBoldItalic.woff2,Organized\02- Woff2\Anjoman-CondensedSemiBoldItalic.woff2,9b0201d66da6515ae23c7f1daa8a58a58247a03733764f10b04654394746fd7b
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedSuperHeavy.woff2,Organized\02- Woff2\Anjoman-CondensedSuperHeavy.woff2,fed20919330cbbf668d1dc654fb1660c546b5d613c1fc73b1482f5feaad33045
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedSuperHeavyItalic.woff2,Organized\02- Woff2\Anjoman-CondensedSuperHeavyItalic.woff2,5d3056282acad91f726116e11fa37a6d18e5da52526f0a4483bdfbc2a023d078
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedUltraBold.woff2,Organized\02- Woff2\Anjoman-CondensedUltraBold.woff2,71559014aa6fbc82e201cf60c5b52e212f5d3cc05e462534b2c5c7f0192c4935
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-CondensedUltraBoldItalic.woff2,Organized\02- Woff2\Anjoman-CondensedUltraBoldItalic.woff2,76e57e979b5c8da20e6dbc3ceeb36bf4756e2792e92b305101e39b9df82c27f3
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-ExtraBold.woff2,Organized\02- Woff2\Anjoman-ExtraBold.woff2,82da9155187954225773b58b2d2799a337551abf18d8b195a8a5477380c6ce15
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-ExtraBoldItalic.woff2,Organized\02- Woff2\Anjoman-ExtraBoldItalic.woff2,dc4acf8c0530fe033dc6f3efb446684a73c9b9e7001d375be7e314d1d36e4396
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-ExtraLightItalic.woff2,Organized\02- Woff2\Anjoman-ExtraLightItalic.woff2,1b899a93e5bd72532042cd87018ad2a66072b428eb8d4b24af5c1b6862920cf9
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-Black.woff2,Organized\02- Woff2\Anjoman-FaNum-Black.woff2,7b40793ffe5a40cc757c9c255827cb55b0e9b69342823899bdc09b8a0a294be8
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-BlackItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-BlackItalic.woff2,bb8f7ad42397838818aaced195c3395f048aaf266cbe8ea39559fe2d75ed25b0
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-Bold.woff2,Organized\02- Woff2\Anjoman-FaNum-Bold.woff2,f965d8268cf0c0a9c52a1ca1656892eaa1be3089f59db7da65c9ceb6da7a86d8
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-Condensed.woff2,Organized\02- Woff2\Anjoman-FaNum-Condensed.woff2,40d02123d7c54ec9be75c6a1d3bc220d38c8c7d2fb7f1fb87a8f149ee679d3d9
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedBlack.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedBlack.woff2,fbaf3f326611dd525216cb0d00d45a036f78c785d8c4ca492a5dcea8d504d47a
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedBlackItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedBlackItalic.woff2,2e7da0f75c366167ea5d322790329ca6dbdbf20ab93c22ef356c5271ac534f62
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedBoldItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedBoldItalic.woff2,3251c9ec9d3eed55a06aa9f434e6e8c4bde5f995633877422e4a68fc6ba9f174
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedExtraLight.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedExtraLight.woff2,3615e4e9f8b198185a5d8be54fe897d12abe338ba1a8efa60b830e35bb4ad2f5
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedHeavy.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedHeavy.woff2,8b00a17b64686387a70d0b4c08c0bb873ada4d8a1a89c0ad636bb2b9ff2a3d4d
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedHeavyItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedHeavyItalic.woff2,cc25c0aa5c734c4f811b690da2a808acc5db818b7969ec18a9c7f36843337658
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedLight.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedLight.woff2,0aa947122bf16577178804433b619070d91ddf47474a3452b51ab7984e52020d
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedMedium.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedMedium.woff2,92e5a2b0eb240923bd17288191e5de7310480cdfa0f7b7f9d276c8840e87006f
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedSemiBold.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedSemiBold.woff2,4170e989b3b2ee45ac75a73f319bf9141049d5542d6adc0b01105ef7c5ed0754
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedSemiBoldItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedSemiBoldItalic.woff2,dd0b72b7ee654779060a5d80f4f5e209b1d304e235e1ef7976a947b6c1ef85a3
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedSuperHeavy.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedSuperHeavy.woff2,ede477e5ddd0cc8ac029343b1c85cadd51b05e64100159d88e5e253596c33f72
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedSuperHeavyItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedSuperHeavyItalic.woff2,713ca8df1fbc4fa9229f1e23c9d9e7a2ff63495700c5f1078f4876e7083e171a
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedUltraBold.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedUltraBold.woff2,5ba9e6fccecd0e36295203ca8a70b820b71ff31e9c8724f5dfc877578eff299c
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedUltraBoldItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-CondensedUltraBoldItalic.woff2,39e5433403d6007e7b453b52453dfaa45299d090d73fb837e34c6473e9ff7a1b
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-ExtraBold.woff2,Organized\02- Woff2\Anjoman-FaNum-ExtraBold.woff2,555e416ac76c055dd7c44259ac48c1c5fb1f7af3a1353db67f0305ca60a98d92
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-ExtraBoldItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-ExtraBoldItalic.woff2,b145874897fd822997ea494c6e6af608f2fc32380c3a181e8ace80b76ea3dbdb
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-ExtraLightItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-ExtraLightItalic.woff2,dce413b5d77a3a27b94f3186e19dd26caef932c29592887e444d9e3327bfa2cd
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-Italic.woff2,Organized\02- Woff2\Anjoman-FaNum-Italic.woff2,1104e24fc037acde8e13698b2c31d1265f5e5f9e9398bce927d5188000eb7566
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-LightItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-LightItalic.woff2,76403377f319dca466a289f3596b8632ca672b1506a2fc22504c934e621a0c3e
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-MediumItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-MediumItalic.woff2,cad63bcd9e52f5c894509ae418dace3a600b59a283b9442640b56426ad640d25
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-SuperHeavy.woff2,Organized\02- Woff2\Anjoman-FaNum-SuperHeavy.woff2,c5961b841d2e5aa9108764c6fb71bcce4816178f2e5d44923a0558f19d556dca
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-SuperHeavyItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-SuperHeavyItalic.woff2,fc6b7802c61152949756ccce8f26f33d895bb256ade9b3a0043be26099197999
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-Thin.woff2,Organized\02- Woff2\Anjoman-FaNum-Thin.woff2,9c92ab709232e8912f3697723a955e222730de224e341a01e5a6312d6b84d45f
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-ThinItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-ThinItalic.woff2,debf08d82fbc5b9f0e54c1a83f71f2d5392dcf7ed6418e1105115baf168ea6ca
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-UltraBold.woff2,Organized\02- Woff2\Anjoman-FaNum-UltraBold.woff2,be010583817c3e543d4ed906939a237e54acb836a65db3f02d9aba3b82c09432
03-Mixed,Anjoman-FaNum,02-Static,04-WOFF2,03-Mixed\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-UltraBoldItalic.woff2,Organized\02- Woff2\Anjoman-FaNum-UltraBoldItalic.woff2,af5f1e8f46640e8510a59db55d9234b236a75af81285526189d543c3d3a19605
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-Italic.woff2,Organized\02- Woff2\Anjoman-Italic.woff2,30d0ac742506df694d97bf6756e2cbc12befadea241efe305ab876853f96b1d2
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-LightItalic.woff2,Organized\02- Woff2\Anjoman-LightItalic.woff2,747603fa3aa097d000db5f502b7569f8c9b7db668fb037d71785e9e0e9ff2574
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-MediumItalic.woff2,Organized\02- Woff2\Anjoman-MediumItalic.woff2,efa446c008ddc0f677855b126936a7e674aab4f66ab3b7bb42d0671ec472341c
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-Black.woff2,Organized\02- Woff2\Anjoman-NoEn-Black.woff2,89fc64daf4948e4d4ecc7c2336c39d7f0e6972a026636d5e9f6e5f2f53f563e3
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-Condensed.woff2,Organized\02- Woff2\Anjoman-NoEn-Condensed.woff2,2296f1a614ac3c3f76609122593689de7f611b51e17523dcc16d001743d3cffc
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedBlack.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedBlack.woff2,43e642802ab7feae9d432ddad8e1024bbbaeea09377cdfc7ac2c2378136d070b
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedBlackItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedBlackItalic.woff2,a4699011642046e0cb8e386d081c2f1a46c41dbe2636b512fae6a3890d24c551
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedBold.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedBold.woff2,9a2b484bdfb1b1297058e10adef9d36fab520527c3ca1ee391e59b7f93c123ec
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedBoldItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedBoldItalic.woff2,af940e72da0bbb45b1eb0e2388c6a23a1098a0a51a062c7441c398153d5dac56
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedExtraLight.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedExtraLight.woff2,640c21d6d7813c8dba7efc761d38e27c1e47dea672326f0635a6ecc19703c31f
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedHeavy.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedHeavy.woff2,d693eab590fc07325999ba81579265935f2c7920b291b0073a3aeb4d1b7e9d58
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedHeavyItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedHeavyItalic.woff2,9cce414efcbf81bce28216fe01301ecf41ebcd0974e86b44e22643d016352586
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedLight.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedLight.woff2,7c0518e1dff435f41bb43fa4733ccf32de95b38ab3e84101e93384e432bda458
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedLightItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedLightItalic.woff2,c67190f193b69580897fed0b81b62b182d1e1a7277562eca1c59b23e0f77424c
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedMedium.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedMedium.woff2,c13d07f40073e986cbe4a2bd243160a09a89ddbb99148d0a3af5576cd6b7f338
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedSemiBold.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedSemiBold.woff2,14070711d39168331376f6cfca0c1aed1b1d6a7b42af8dd769a3ccfb61aac9a3
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedSemiBoldItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedSemiBoldItalic.woff2,51845ca5a355c9a3f211b825183f3d98870314811c02fa98c775698883ccc844
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedSuperHeavy.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedSuperHeavy.woff2,cd8e129203b1e8ce2f3ea19219bbc4192fccdd102b65c61f8dcb2c9fa927b222
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedSuperHeavyItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedSuperHeavyItalic.woff2,a92dd3a4c03b27cedc2d07fec31d804926e137468aa712e33b0be70a009ef23c
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedUltraBold.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedUltraBold.woff2,d63556cce03c2e86898ad03fde71e20a90279ad9a232dc5595fdeb48f2fe0eb4
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-CondensedUltraBoldItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-CondensedUltraBoldItalic.woff2,68a7bbe0c1763a5fea63054f0d49cd777b30949110a0469c924995f498d8b57b
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-ExtraBold.woff2,Organized\02- Woff2\Anjoman-NoEn-ExtraBold.woff2,855b3acece5fe9fb76038e1540a1b9283dd5020fcab3f4804004d5f58dcf04a4
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-ExtraBoldItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-ExtraBoldItalic.woff2,315e6cc4c37198c2b002ee905cd28bbf7409520df4437812dff5044182c09528
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-ExtraLightItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-ExtraLightItalic.woff2,a26ade2869248a57fadaa144ca1bec83e7e7edc3fe618ed3d08dbb7739c306e9
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-HeavyItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-HeavyItalic.woff2,ee336a0351c9483a8204267540903145645c4d963450f6146497b95491c145ed
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-Italic.woff2,Organized\02- Woff2\Anjoman-NoEn-Italic.woff2,53f62b7b90cec5d783fca380b2698e3a2c90742d857ba9fe9b38341c6bd1cf2f
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-MediumItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-MediumItalic.woff2,e418aa0bcd8052d910ba251cc091d3cf50bb4d005999b358bdbd52d7e5f545f9
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-SuperHeavy.woff2,Organized\02- Woff2\Anjoman-NoEn-SuperHeavy.woff2,de030ac9bb8c670d2223ecc45bd8eb01b1e74687a1c2ec98a1c5b99117d2fdab
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-SuperHeavyItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-SuperHeavyItalic.woff2,4f501e81237d46c4b459289007bdfdbfbdad8c8a03065a6d4aa7d008b1efbb6a
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-Thin.woff2,Organized\02- Woff2\Anjoman-NoEn-Thin.woff2,268b3787309038e14f18115b234ec282e031ff85e5b8cd714dc26b5bac7c64a6
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-ThinItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-ThinItalic.woff2,143a33dd9a9b713d4ccce2d1fcd8c008808259c2465287bc88038218513c631e
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-UltraBold.woff2,Organized\02- Woff2\Anjoman-NoEn-UltraBold.woff2,d9f8d4976186380142ac74ebaffe9e6e76a4fbfcc52a0073cd611f0f5a6fb197
03-Mixed,Anjoman-NoEn,02-Static,04-WOFF2,03-Mixed\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-UltraBoldItalic.woff2,Organized\02- Woff2\Anjoman-NoEn-UltraBoldItalic.woff2,6a81c0d27e0f992e247328f42f0eeb44cd2d8eac82c1f80a6ea8bfb303e6237c
03-Mixed,Anjoman,02-Static,04-WOFF2,03-Mixed\Anjoman\02-Static\04-WOFF2\Anjoman-SuperHeavy.woff2,Organized\02- Woff2\Anjoman-SuperHeavy.woff2,29f6c75c0ccd95fd57ca1611f61718c3cc5922722b22e82c68d2a695786b28db
